,sample_id,genomics,event_id,collecting method,plant_interaction,stage,sex,collection,location,notes_specimen,Quantity,higher_taxon,taxon_level,species,subspecies,det_insect,det_day_insect,det_month_insect,det_year_insect,preservation,vial_size,genomics_id,make_label,day_start,month_start,year_start,day_end,month_end,year_end,waypoint,lat,lon,alt,municipality,state,country,locality,primary collector,other_collectors,plant_id,notes_event,pop_id_thesis,herbarium_deposited,tissue_sample_location,vegetation,soil,leaf_color,spathe_color,flower_color,height_and_habitus,flowering_phases,plant_family,plant_subfamily,plant_genus,plant_species,plant_authority,det_host_plant,det_day_host_plant,det_month_host_plant,det_year_host_plant,notes
253,14059Z02X004,BdM1509,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1509,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
254,14018Z05X003,BdM1510,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1510,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
255,14123Z04X002,BdM1512,14123,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1512,,11.0,11.0,2014.0,,,,71,-10.53520454,-39.37915164,395.9456787,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 260,,P20,,,Mata estacional convertida em plantios,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
256,14018Z05X005,BdM1516,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1516,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
257,14090Z03X002,BdM1517,14090,bagging flowers,in open female flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1517,,9.0,11.0,2014.0,,,,58,-9.697776306,-36.51961869,261.6025391,Limoeiro de Anadia,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 227,,P15,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso-rochoso,,,,,open female flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
258,14018Z05X006,BdM1518,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1518,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
259,14011Z04X004,BdM1520,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1520,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
260,14122Z02X002,BdM1521,14122,bagging flowers,in late male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1521,,11.0,11.0,2014.0,,,,70,-10.53484814,-39.37923806,396.666748,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 259,,P20,,,Mata estacional convertida em plantios,arenoso,,,,,late male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
261,14050Z03X002,BdM1522,14050,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1522,,5.0,11.0,2014.0,,,,32,-13.92943444,-40.01964421,272.8979492,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 189,,P11,,MCZ,caatinga,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
262,14059Z02X005,BdM1523,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1523,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
263,14003Z02X003,BdM1524,14003,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1524,,31.0,10.0,2014.0,,,,1,-19.13640755,-40.0605826,34.25244141,Linahres,ES,Brazil,"Reserva da Vale, área de visitantes",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 147,,P8,,MCZ,"plantada, prox a floresta de tabuleiro",,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
264,14083Z04X004,BdM1525,14083,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1525,,9.0,11.0,2014.0,,,,56,-9.760979041,-36.50717047,189.9848633,Limoeiro de Anadia,AL,Brazil,À beira da rodovia AL-220,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 380,,P15,,MCZ,em pasto,arenoso-rochoso,,amarela por for a,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
265,14104BZ04X003,BdM1526,14104B,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1526,,11.0,11.0,2014.0,,,,see photos/tracks,-9.74088888888889,-38.2386666666667,,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 241,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelas,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
266,14041Z02X003,BdM1527,14041,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1527,,4.0,11.0,2014.0,,,,26,-15.30463628,-39.13030928,96.01672363,Una,BA,Brazil,À beira de estrada vicinal,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 57,,P3,,MCZ,"Sobre solo arenoso, em mata úmida secundária",,,,,,male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,collected from same individual in 2013 and 2014
267,14050Z03X003,BdM1529,14050,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1529,,5.0,11.0,2014.0,,,,32,-13.92943444,-40.01964421,272.8979492,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 189,,P11,,MCZ,caatinga,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
268,14059Z02X006,BdM1531,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1531,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
269,14103Z04X004,BdM1532,14103,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1532,,10.0,11.0,2014.0,,,,66,-8.931129389,-36.49731469,753.0727539,Garanhuns,PE,Brazil,À beira da rodovia BR-424,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 239,,P17_cor,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
270,14069Z04X002,BdM1533,14069,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1533,,6.0,11.0,2014.0,,,,41,-12.13036269,-38.48599222,160.9051514,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 207,,P13,,,caatinga,,,,,,"open male flowers, recently fertilizaed female flowers",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
271,14104BZ04X004,BdM1535,14104B,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1535,,11.0,11.0,2014.0,,,,see photos/tracks,-9.74088888888889,-38.2386666666667,,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 241,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelas,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
272,14011Z02X002,BdM1536,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1536,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
273,14071Z03X002,BdM1537,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1537,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
274,14043Z04X002,BdM1538,14043,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1538,,5.0,11.0,2014.0,,,,29,-13.92160457,-40.0149107,238.7713623,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 182,,P11,,MCZ,caatinga,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
275,14123Z04X003,BdM1539,14123,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1539,,11.0,11.0,2014.0,,,,71,-10.53520454,-39.37915164,395.9456787,Monte Santo,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 260,,P20,,,Mata estacional convertida em plantios,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
276,14071Z03X003,BdM1540,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1540,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
277,14095Z02X003,BdM1541,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1541,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
278,14059Z02X007,BdM1542,14059,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1542,,6.0,11.0,2014.0,,,,36,-13.34159053,-39.19552686,195.7526855,Valença,BA,Brazil,Mata à beira da estrada de Valença para a BR-101,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 197,,P12,,MCZ,mata úmida,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
279,14018Z05X007,BdM1543,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1543,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
280,14046Z03X002,BdM1544,14046,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1544,,5.0,11.0,2014.0,,,,30,-13.92938817,-40.01967053,260.8814697,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 185,,P11,,MCZ,caatinga,arenoso,,,,,"recently opened inflorescence, most male flowers closed",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
281,14050Z03X004,BdM1545,14050,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1545,,5.0,11.0,2014.0,,,,32,-13.92943444,-40.01964421,272.8979492,Jequié,BA,Brazil,Estrada para Frigorífico Vale do Sol,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 189,,P11,,MCZ,caatinga,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
282,14011Z02X003,BdM1546,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1546,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
283,14071Z03X004,BdM1547,14071,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,impar,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1547,,6.0,11.0,2014.0,,,,43,-12.12881388,-38.48734749,162.8277588,Alagoinhas,BA,Brazil,Ao longo da ferrovia,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 209,,P13,,,caatinga,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
284,14011Z04X006,BdM1548,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1548,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
285,14011Z04X007,BdM1549,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Phytotribus,genus,cocoseae,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1549,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
286,14145Z10X001,BdM1747,14145,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1747,,13.0,11.0,2014.0,,,,84,-12.45441754,-40.54898361,418.0559082,Itaberaba,BA,Brazil,"estrada de fazenda Canabrava, saindo da BA-130",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 282,,P5,,,caatinga,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
287,14041Z02X004,BdM1748,14041,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1748,,4.0,11.0,2014.0,,,,26,-15.30463628,-39.13030928,96.01672363,Una,BA,Brazil,À beira de estrada vicinal,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 57,,P3,,MCZ,"Sobre solo arenoso, em mata úmida secundária",,,,,,male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,collected from same individual in 2013 and 2014
288,14132Z03X002,BdM1749,14132,bagging flowers,in open male flowers (partially enclosed by spathe),adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1749,,12.0,11.0,2014.0,,,,74,-11.62958303,-41.15293812,1070.785889,Morro do Chapéu,BA,Brazil,À beira da estrada BA-144,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 269,,P6,,MCZ,Em meio a plantação de café,,,,,,"open male flowers (partially enclosed by spathe), fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
289,14107Z07X001,BdM1751,14107,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1751,,11.0,11.0,2014.0,,,,68,-9.740903964,-38.23869321,341.8719482,Santa Brígida,BA,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 244,,P19,,MCZ,Em pastos próximos a caatinga,arenoso,,,amarelo-alaranjadas,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
290,13078Z09X001,BdM1752,13078A,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1752,,3.0,12.0,2013.0,,,,160,-18.9764971845,-40.1292300504,78.232421875,Jaguaré,ES,Brazil,REBIO Sooretama,B. A. S. Medeiros,F. M. Gudin,B. A. S. Medeiros 111,same plant collected in two days,P8,SPF,MCZ,"Em mata de tabuleiro, sobre solo arenoso",arenoso,Folhas verdes,espata verde externamente e amarelo-creme internamente,flores amarelo-crème,folhas arqueadas,early male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,
291,14041Z02X005,BdM1753,14041,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1753,,4.0,11.0,2014.0,,,,26,-15.30463628,-39.13030928,96.01672363,Una,BA,Brazil,À beira de estrada vicinal,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 57,,P3,,MCZ,"Sobre solo arenoso, em mata úmida secundária",,,,,,male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2013.0,collected from same individual in 2013 and 2014
292,14018Z01X001,BdM1754,14018,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1754,,2.0,11.0,2014.0,,,,14,-17.12177404,-39.38168105,121.0107422,Prado,BA,Brazil,"PARNA do Descobrimento, estrada principal",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 158,,P10,,MCZ,mata,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
293,14011Z02X004,BdM1757,14011,bagging flowers,in open male flowers,adult,,MZSP,MCZ,field label was 14001. I assumed it was an error and it actually meant 14011,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,small vial,BdM1757,,1.0,11.0,2014.0,,,,9,-18.36921078,-40.14181959,108.2734375,Pinheiros,ES,Brazil,"REBIO Córrego do Veado, trilha da Anta",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 153,,P1,,MCZ,mata de tabuleiro,,,,,,open male flowers,Arecaceae,,Syagrus,botryophora,(Mart.) Mart.,B. A. S. de Medeiros,,,2014.0,
294,14092Z03X002,BdM1758,14092,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1758,,9.0,11.0,2014.0,,,,59,-9.591419259,-36.44237174,287.0772705,Taquarana,AL,Brazil,,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 228,,P15,,MCZ,em pasto,arenoso,,,,,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
295,14095Z02X004,BdM1759,14095,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1759,,10.0,11.0,2014.0,,,,64,-8.976725517,-36.51673171,792.9672852,Brejão,PE,Brazil,"À beira da rodovia BR-424, próximo a Garanhuns",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 231,,P17_hyb,,MCZ,em pasto próximo a fragemento de mata estacional,arenoso,,,"maculinas amarelas, femininas verdes",3-4 m de altura,open male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
296,14145Z10X002,BdM1765,14145,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1765,,13.0,11.0,2014.0,,,,84,-12.45441754,-40.54898361,418.0559082,Itaberaba,BA,Brazil,"estrada de fazenda Canabrava, saindo da BA-130",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 282,,P5,,,caatinga,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
297,14145Z10X003,BdM1766,14145,bagging flowers,"in recently opened inflorescence, most male flowers closed",adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1766,,13.0,11.0,2014.0,,,,84,-12.45441754,-40.54898361,418.0559082,Itaberaba,BA,Brazil,"estrada de fazenda Canabrava, saindo da BA-130",B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 282,,P5,,,caatinga,arenoso,,,,,early male flowers,Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
298,14131Z11X001,BdM1770,14131,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1770,,12.0,11.0,2014.0,,,,73,-11.62928338,-41.15337725,1079.918701,Morro do Chapéu,BA,Brazil,À beira da estrada BA-144,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 268,,P6,,MCZ,Em meio a plantação de café,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
299,14131Z11X002,BdM1771,14131,bagging flowers,in open male flowers,adult,,MZSP,MCZ,,1,Celetes,genus,decolor,,B. A. S. Medeiros,,,2015.0,extracted,,BdM1771,,12.0,11.0,2014.0,,,,73,-11.62928338,-41.15337725,1079.918701,Morro do Chapéu,BA,Brazil,À beira da estrada BA-144,B. A. S. Medeiros,Z. Wang,B. A. S. Medeiros 268,,P6,,MCZ,Em meio a plantação de café,,,,,,"open male flowers, fruits",Arecaceae,,Syagrus,coronata,(Mart.) Becc.,B. A. S. de Medeiros,,,2014.0,
